Movement,Primary_Equipment,Secondary_Equipment,Power_Rack_Req,Movement_Type,Movement_Pattern,Video_Links,Reading_Material,Chain,Plane,Spotter_Required,Grip,Notes,Tags
[secondary equipment] + primary equipment + [unilateral distinction] + [positional distinction] + [grip distinction]+ [tempo distinction] + [range of motion] + movement,,,,,,,,,,,,,
Ring Pronated Rows,Rings,,FALSE,Compound,Upper Body Vertical Pull,https://www.youtube.com/watch?v=Z0582yQDYi8,https://www.pullup-dip.com/tips-for-ring-pull-ups,Open,Sagittal,No,Pronated,,pullups; pull ups; pull up; ring; gymanstics rings
